Country	exports2010	exports2019	ID	id_row
Romania	2.0	1.2	Q218	117
Russian Federation	2.1	2.2	Q159	118
Samoa	0.4	0.2	Q683	119
Sao Tome and Principe	0.7	0.1	Q1039	120
Saudi Arabia	0.0	0.1	Q851	121
Senegal	1.5	1.3	Q1041	122
Seychelles	0.0	0.0	Q1042	123
Singapore	0.3	0.5	Q334	124
Slovak Republic	1.3	0.8	Q214	125
Slovenia	1.9	2.0	Q215	126
Solomon Islands	60.7	73.7	Q685	127
South Africa	1.8	2.3	Q258	128
Spain	1.1	1.0	Q29	129
Sri Lanka	3.9	2.6	Q854	130
St. Kitts and Nevis	0.0	0.1	Q763	131
St. Lucia	0.2	0.1	Q760	132
St. Vincent and the Grenadines	0.0	0.1	Q757	133
Suriname	0.5	15.4	Q730	134
Sweden	4.1	3.8	Q34	135
Switzerland	0.3	0.2	Q39	136
Tanzania	7.4	1.4	Q924	137
Thailand	5.3	3.2	Q869	138
Togo	3.9	12.3	Q945	139
Tunisia	0.5	0.5	Q948	140
Turkey	0.4	0.5	Q43	141
Uganda	7.2	4.6	Q1036	142
Ukraine	1.1	2.0	Q212	143
United Arab Emirates	0.1	0.1	Q878	144
United Kingdom	0.7	0.5	Q145	145
United States	2.6	2.0	Q30	146
Uruguay	8.7	16.3	Q77	147
Vietnam	3.4	0.9	Q881	148
Zambia	1.4	1.3	Q953	149
Zimbabwe	8.8	2.9	Q954	150
