Country	Male	Female	ID	id_row
India	21.0	2.0	Q668	55
Indonesia	76.0	3.0	Q252	56
Iran, Islamic Rep.	21.0	1.0	Q794	57
Ireland	26.0	23.0	Q27	58
Israel	35.0	15.0	Q801	59
Italy	28.0	20.0	Q38	60
Jamaica	29.0	5.0	Q766	61
Japan	34.0	11.0	Q17	62
Kazakhstan	43.0	7.0	Q232	63
Kenya	20.0	1.0	Q114	64
Kiribati	59.0	36.0	Q710	65
Korea, Rep.	41.0	6.0	Q884	66
Kuwait	37.0	3.0	Q817	67
Kyrgyz Republic	51.0	4.0	Q813	68
Lao PDR	51.0	7.0	Q819	69
Latvia	51.0	26.0	Q211	70
Lebanon	41.0	27.0	Q822	71
Lesotho	54.0	0.0	Q1013	72
Liberia	18.0	2.0	Q1014	73
Lithuania	38.0	21.0	Q37	74
Luxembourg	26.0	21.0	Q32	75
Malawi	25.0	4.0	Q1020	76
Malaysia	42.0	1.0	Q833	77
Maldives	55.0	2.0	Q826	78
Mali	23.0	2.0	Q912	79
Malta	30.0	21.0	Q233	80
Mauritius	41.0	3.0	Q1027	81
Mexico	21.0	7.0	Q96	82
Moldova	45.0	6.0	Q217	83
Mongolia	47.0	6.0	Q711	84
Montenegro	48.0	44.0	Q236	85
Morocco	47.0	1.0	Q1028	86
Mozambique	29.0	5.0	Q1029	87
Myanmar	35.0	6.0	Q836	88
Namibia	34.0	10.0	Q1030	89
Nepal	38.0	10.0	Q837	90
Netherlands	27.0	24.0	Q55	91
New Zealand	17.0	15.0	Q664	92
Niger	15.0	0.0	Q1032	93
Nigeria	11.0	1.0	Q1033	94
Norway	21.0	20.0	Q20	95
Oman	16.0	1.0	Q842	96
Pakistan	37.0	3.0	Q843	97
Palau	23.0	8.0	Q695	98
Panama	10.0	2.0	Q804	99
Papua New Guinea	49.0	24.0	Q691	100
Paraguay	22.0	5.0	Q733	101
Philippines	41.0	8.0	Q928	102
Poland	33.0	23.0	Q36	103
Portugal	30.0	16.0	Q45	104
Qatar	27.0	1.0	Q846	105
Romania	37.0	23.0	Q218	106
Russian Federation	58.0	23.0	Q159	107
Rwanda	21.0	5.0	Q1037	108
Samoa	38.0	17.0	Q683	109
Saudi Arabia	25.0	2.0	Q851	110
Senegal	17.0	0.0	Q1041	111
Serbia	40.0	38.0	Q403	112
Seychelles	36.0	7.0	Q1042	113
Sierra Leone	41.0	9.0	Q1044	114
Singapore	28.0	5.0	Q334	115
Slovak Republic	38.0	23.0	Q214	116
Slovenia	25.0	20.0	Q215	117
South Africa	33.0	8.0	Q258	118
Spain	31.0	27.0	Q29	119
Sri Lanka	27.0	0.0	Q854	120
Suriname	43.0	7.0	Q730	121
Sweden	19.0	19.0	Q34	122
Switzerland	29.0	23.0	Q39	123
Tanzania	27.0	3.0	Q924	124
Thailand	39.0	2.0	Q869	125
Timor-Leste	78.0	6.0	Q574	126
Togo	14.0	1.0	Q945	127
Tonga	44.0	12.0	Q678	128
Tunisia	66.0	1.0	Q948	129
Turkey	41.0	14.0	Q43	130
Uganda	17.0	3.0	Q1036	131
Ukraine	47.0	14.0	Q212	132
United Arab Emirates	37.0	1.0	Q878	133
United Kingdom	25.0	20.0	Q145	134
United States	25.0	19.0	Q30	135
Uruguay	20.0	14.0	Q77	136
Uzbekistan	25.0	1.0	Q265	137
Vanuatu	35.0	3.0	Q686	138
Vietnam	46.0	1.0	Q881	139
Yemen, Rep.	29.0	8.0	Q805	140
Zambia	25.0	3.0	Q953	141
Zimbabwe	31.0	2.0	Q954	142
