Country	Mostrecentyear	Tariff	ID	id_row
Luxembourg	2017	1.7	Q32	81
North Macedonia	2017	3.2	Q221	82
Madagascar	2017	5.0	Q1019	83
Malawi	2016	4.1	Q1020	84
Malaysia	2016	3.5	Q833	85
Maldives	2017	4.8	Q826	86
Mali	2017	14.1	Q912	87
Malta	2017	1.7	Q233	88
Mauritania	2015	8.9	Q1025	89
Mauritius	2017	0.8	Q1027	90
Mexico	2017	0.7	Q96	91
Moldova	2016	3.3	Q217	92
Mongolia	2017	7.9	Q711	93
Montenegro	2017	2.8	Q236	94
Morocco	2017	8.7	Q1028	95
Mozambique	2016	3.7	Q1029	96
Myanmar	2015	1.2	Q836	97
Namibia	2017	1.0	Q1030	98
Nepal	2016	12.3	Q837	99
Netherlands	2017	1.7	Q55	100
New Zealand	2017	0.6	Q664	101
Nicaragua	2017	3.3	Q811	102
Niger	2017	16.1	Q1032	103
Nigeria	2016	8.3	Q1033	104
Norway	2017	15.2	Q20	105
Oman	2017	1.9	Q842	106
Pakistan	2016	7.7	Q843	107
Panama	2015	13.5	Q804	108
Papua New Guinea	2013	4.2	Q691	109
Paraguay	2017	2.5	Q733	110
Peru	2017	0.1	Q419	111
Philippines	2017	2.3	Q928	112
Poland	2017	1.7	Q36	113
Portugal	2017	1.7	Q45	114
Qatar	2017	8.0	Q846	115
Romania	2017	1.7	Q218	116
Russian Federation	2017	4.3	Q159	117
Rwanda	2016	7.3	Q1037	118
Samoa	2017	11.8	Q683	119
Saudi Arabia	2017	9.5	Q851	120
Senegal	2017	13.0	Q1041	121
Seychelles	2017	11.3	Q1042	122
Sierra Leone	2012	12.6	Q1044	123
Singapore	2017	0.3	Q334	124
Slovak Republic	2017	1.7	Q214	125
Slovenia	2017	1.7	Q215	126
Solomon Islands	2017	33.6	Q685	127
South Africa	2017	2.7	Q258	128
Spain	2017	1.7	Q29	129
Sri Lanka	2017	15.2	Q854	130
St. Kitts and Nevis	2017	38.0	Q763	131
St. Lucia	2016	8.1	Q760	132
St. Vincent and the Grenadines	2017	7.8	Q757	133
Suriname	2013	5.7	Q730	134
Eswatini	2017	0.2	Q1050	135
Sweden	2017	1.7	Q34	136
Switzerland	2017	18.3	Q39	137
Tajikistan	2017	1.0	Q863	138
Tanzania	2016	11.1	Q924	139
Thailand	2015	5.7	Q869	140
Togo	2017	14.4	Q945	141
Tonga	2017	2.6	Q678	142
Trinidad and Tobago	2013	8.0	Q754	143
Tunisia	2016	9.1	Q948	144
Turkey	2017	12.0	Q43	145
Uganda	2016	9.9	Q1036	146
Ukraine	2017	1.1	Q212	147
United Arab Emirates	2017	16.6	Q878	148
United Kingdom	2017	1.7	Q145	149
United States	2017	2.3	Q30	150
Uruguay	2017	2.8	Q77	151
Vanuatu	2017	13.8	Q686	152
Venezuela, RB	2017	12.2	Q717	153
Vietnam	2017	3.6	Q881	154
Yemen, Rep.	2017	4.3	Q805	155
Zambia	2016	4.0	Q953	156
Zimbabwe	2016	5.5	Q954	157
