Country	Exports2007	Exports2017	ID	id_row
Syrian Arab Republic	7.9	14.7	Q858	84
Tunisia	5.6	7.4	Q948	85
West Bank and Gaza	0.2	1.1	Q407199	86
Yemen, Rep.	62.9	33.0	Q805	87
Afghanistan	40.8	12.8	Q889	88
Bangladesh	5.0	8.2	Q902	89
Bhutan	4.1	0.4	Q917	90
India	29.1	28.8	Q668	91
Maldives	43.4	50.0	Q826	92
Nepal	1.8	10.8	Q837	93
Pakistan	18.1	23.3	Q843	94
Sri Lanka	12.2	19.0	Q854	95
Angola	67.9	72.6	Q916	96
Benin	50.7	65.5	Q962	97
Botswana	2.0	19.5	Q963	98
Burkina Faso	0.9	12.0	Q965	99
Burundi	9.3	16.1	Q967	100
Cabo Verde	15.2	1.7	Q1011	101
Cameroon	9.9	30.7	Q1009	102
Central African Republic	15.8	17.8	Q929	103
Chad	4.7	32.8	Q657	104
Comoros	17.0	27.2	Q970	105
Congo, Dem. Rep.	44.7	44.7	Q974	106
Congo, Rep.	56.2	40.5	Q971	107
Cote d'Ivoire	9.5	20.4	Q1008	108
Eritrea	34.3	69.4	Q986	109
Ethiopia	20.9	18.3	Q115	110
Gabon	17.6	41.6	Q1000	111
Gambia, The	3.4	48.3	Q1005	112
Ghana	8.9	43.5	Q117	113
Guinea	10.7	48.2	Q1006	114
Guinea-Bissau	14.8	89.4	Q1007	115
Kenya	17.6	24.1	Q114	116
Lesotho	0.6	0.2	Q1013	117
Liberia	2.1	2.1	Q1014	118
Madagascar	5.5	14.4	Q1019	119
Malawi	14.1	20.5	Q1020	120
Mali	12.1	14.1	Q912	121
Mauritania	9.4	43.5	Q1025	122
Mauritius	2.7	7.6	Q1027	123
Mozambique	3.4	42.6	Q1029	124
Namibia	3.3	5.7	Q1030	125
Niger	3.7	31.9	Q1032	126
Nigeria	21.1	44.5	Q1033	127
Rwanda	1.2	1.4	Q1037	128
Sao Tome and Principe	23.9	3.7	Q1039	129
Senegal	9.6	12.8	Q1041	130
Seychelles	1.6	8.5	Q1042	131
Sierra Leone	17.6	28.4	Q1044	132
Somalia	50.4	20.8	Q1045	133
South Africa	15.1	20.8	Q258	134
Sudan	2.1	19.7	Q1049	135
Eswatini	2.3	13.4	Q1050	136
Tanzania	15.9	38.0	Q924	137
Togo	18.9	14.7	Q945	138
Uganda	3.4	7.8	Q1036	139
Zambia	18.4	18.3	Q953	140
Zimbabwe	5.4	0.1	Q954	141
