Country	Mostrecentyear	Tariff	ID	id_row
Uganda	2016	7.3	Q1036	146
Ukraine	2017	1.9	Q212	147
United Arab Emirates	2017	4.8	Q878	148
United Kingdom	2017	1.8	Q145	149
United States	2017	1.7	Q30	150
Uruguay	2017	6.3	Q77	151
Vanuatu	2017	8.3	Q686	152
Venezuela, RB	2017	11.0	Q717	153
Vietnam	2017	2.7	Q881	154
Yemen, Rep.	2017	5.0	Q805	155
Zambia	2016	6.2	Q953	156
Zimbabwe	2016	5.0	Q954	157
