Country	Rents	ID	id_row
Paraguay	0.0	Q733	143
Peru	6.9	Q419	144
Philippines	0.8	Q928	145
Poland	0.3	Q36	146
Portugal	0.1	Q45	147
Puerto Rico	0.0	Q1183	148
Qatar	0.0	Q846	149
Romania	0.0	Q218	150
Russian Federation	1.1	Q159	151
Rwanda	0.2	Q1037	152
Samoa	0.0	Q683	153
San Marino	0.0	Q238	154
Sao Tome and Principe	0.0	Q1039	155
Saudi Arabia	0.1	Q851	156
Senegal	1.8	Q1041	157
Serbia	0.4	Q403	158
Seychelles	0.0	Q1042	159
Sierra Leone	0.6	Q1044	160
Singapore	0.0	Q334	161
Slovak Republic	0.0	Q214	162
Slovenia	0.0	Q215	163
Solomon Islands	0.2	Q685	164
Somalia	0.0	Q1045	165
South Africa	2.5	Q258	166
South Sudan	0.0	Q958	167
Spain	0.0	Q29	168
Sri Lanka	0.0	Q854	169
St. Kitts and Nevis	0.0	Q763	170
St. Lucia	0.0	Q760	171
St. Vincent and the Grenadines	0.0	Q757	172
Sudan	2.8	Q1049	173
Suriname	25.5	Q730	174
Sweden	0.2	Q34	175
Switzerland	0.0	Q39	176
Tajikistan	4.1	Q863	177
Tanzania	2.7	Q924	178
Thailand	0.0	Q869	179
Timor-Leste	0.0	Q574	180
Togo	11.3	Q945	181
Tonga	0.0	Q678	182
Trinidad and Tobago	0.0	Q754	183
Tunisia	0.5	Q948	184
Turkey	0.2	Q43	185
Turkmenistan	0.0	Q874	186
Tuvalu	0.0	Q672	187
Uganda	0.0	Q1036	188
Ukraine	1.8	Q212	189
United Arab Emirates	0.0	Q878	190
United Kingdom	0.0	Q145	191
United States	0.1	Q30	192
Uruguay	0.1	Q77	193
Uzbekistan	5.1	Q265	194
Vanuatu	0.0	Q686	195
Venezuela, RB	0.2	Q717	196
Vietnam	0.2	Q881	197
Virgin Islands (U.S.)	0.0	Q11703	198
West Bank and Gaza	0.0	Q407199	199
Yemen, Rep.	0.0	Q805	200
Zambia	11.1	Q953	201
Zimbabwe	3.4	Q954	202
