Country	Mostrecentyear	Tariff	ID	id_row
Montenegro	2017	4.0	Q236	94
Morocco	2017	8.8	Q1028	95
Mozambique	2016	9.7	Q1029	96
Myanmar	2015	3.4	Q836	97
Namibia	2017	4.5	Q1030	98
Nepal	2016	18.4	Q837	99
Netherlands	2017	4.7	Q55	100
New Zealand	2017	1.4	Q664	101
Nicaragua	2017	5.2	Q811	102
Niger	2017	18.4	Q1032	103
Nigeria	2016	12.6	Q1033	104
Norway	2017	24.3	Q20	105
Oman	2017	5.3	Q842	106
Pakistan	2016	11.6	Q843	107
Panama	2015	11.2	Q804	108
Papua New Guinea	2013	15.1	Q691	109
Paraguay	2017	5.7	Q733	110
Peru	2017	0.5	Q419	111
Philippines	2017	4.6	Q928	112
Poland	2017	4.7	Q36	113
Portugal	2017	4.7	Q45	114
Qatar	2017	4.6	Q846	115
Romania	2017	4.7	Q218	116
Russian Federation	2017	5.1	Q159	117
Rwanda	2016	14.6	Q1037	118
Samoa	2017	16.6	Q683	119
Saudi Arabia	2017	6.9	Q851	120
Senegal	2017	16.8	Q1041	121
Seychelles	2017	6.1	Q1042	122
Sierra Leone	2012	16.2	Q1044	123
Singapore	2017	1.2	Q334	124
Slovak Republic	2017	4.7	Q214	125
Slovenia	2017	4.7	Q215	126
Solomon Islands	2017	20.2	Q685	127
South Africa	2017	4.4	Q258	128
Spain	2017	4.7	Q29	129
Sri Lanka	2017	25.6	Q854	130
St. Kitts and Nevis	2017	22.9	Q763	131
St. Lucia	2016	13.9	Q760	132
St. Vincent and the Grenadines	2017	15.6	Q757	133
Suriname	2013	15.4	Q730	134
Eswatini	2017	1.9	Q1050	135
Sweden	2017	4.7	Q34	136
Switzerland	2017	25.8	Q39	137
Tajikistan	2017	4.7	Q863	138
Tanzania	2016	17.0	Q924	139
Thailand	2015	12.2	Q869	140
Togo	2017	17.8	Q945	141
Tonga	2017	9.6	Q678	142
Trinidad and Tobago	2013	17.4	Q754	143
Tunisia	2016	19.5	Q948	144
Turkey	2017	14.4	Q43	145
Uganda	2016	15.7	Q1036	146
Ukraine	2017	4.0	Q212	147
United Arab Emirates	2017	6.9	Q878	148
United Kingdom	2017	4.7	Q145	149
United States	2017	6.6	Q30	150
Uruguay	2017	6.9	Q77	151
Vanuatu	2017	16.2	Q686	152
Venezuela, RB	2017	10.8	Q717	153
Vietnam	2017	8.2	Q881	154
Yemen, Rep.	2017	6.3	Q805	155
Zambia	2016	13.3	Q953	156
Zimbabwe	2016	7.2	Q954	157
