Country	exports2010	exports2019	ID	id_row
Singapore	1.2	0.7	Q334	124
Slovak Republic	3.1	2.0	Q214	125
Slovenia	4.4	4.0	Q215	126
Solomon Islands	0.2	3.8	Q685	127
South Africa	28.3	26.5	Q258	128
Spain	3.4	3.4	Q29	129
Sri Lanka	0.9	0.8	Q854	130
St. Kitts and Nevis	0.1	0.0	Q763	131
St. Lucia	2.2	2.9	Q760	132
St. Vincent and the Grenadines	1.9	0.4	Q757	133
Suriname	0.3	1.5	Q730	134
Sweden	4.9	4.4	Q34	135
Switzerland	4.1	2.3	Q39	136
Tanzania	33.7	1.3	Q924	137
Thailand	1.3	1.6	Q869	138
Togo	13.0	11.8	Q945	139
Tunisia	1.6	1.8	Q948	140
Turkey	4.4	3.7	Q43	141
Uganda	1.9	0.4	Q1036	142
Ukraine	7.4	8.3	Q212	143
United Arab Emirates	1.8	6.5	Q878	144
United Kingdom	3.9	4.0	Q145	145
United States	4.1	2.8	Q30	146
Uruguay	0.3	0.4	Q77	147
Vietnam	1.0	0.9	Q881	148
Zambia	84.8	75.7	Q953	149
Zimbabwe	42.9	46.7	Q954	150
