Country	imports2010	imports2019	ID	id_row
Estonia	1.4	1.5	Q191	49
Eswatini	0.6	0.7	Q1050	50
Ethiopia	1.2	1.1	Q115	51
Fiji	1.1	1.2	Q712	52
Finland	8.2	5.3	Q33	53
France	2.8	2.3	Q142	54
Gambia, The	1.0	1.4	Q1005	55
Georgia	2.0	7.7	Q230	56
Germany	4.9	3.9	Q183	57
Ghana	1.2	1.6	Q117	58
Greece	3.3	3.6	Q41	59
Greenland	0.7	0.4	Q223	60
Guatemala	1.2	1.2	Q774	61
Guyana	0.7	0.9	Q734	62
Honduras	0.7	0.5	Q783	63
Hungary	2.8	2.4	Q28	64
Iceland	2.8	2.2	Q189	65
India	5.3	5.3	Q668	66
Indonesia	3.4	3.5	Q252	67
Iran, Islamic Rep.	1.7	1.5	Q794	68
Ireland	1.6	1.1	Q27	69
Israel	1.8	1.3	Q801	70
Italy	4.8	4.7	Q38	71
Jamaica	0.5	0.3	Q766	72
Japan	8.2	6.3	Q17	73
Jordan	2.3	1.8	Q810	74
Kazakhstan	1.2	2.6	Q232	75
Kenya	1.5	1.2	Q114	76
Korea, Rep.	8.2	6.7	Q884	77
Kuwait	2.3	3.4	Q817	78
Kyrgyz Republic	0.9	0.8	Q813	79
Lao PDR	1.6	0.8	Q819	80
Latvia	2.2	1.2	Q211	81
Lebanon	2.1	1.7	Q822	82
Lesotho	0.8	0.2	Q1013	83
Lithuania	1.6	2.0	Q37	84
Luxembourg	8.1	6.4	Q32	85
Madagascar	0.4	1.8	Q1019	86
Malawi	1.0	0.9	Q1020	87
Malaysia	5.2	5.3	Q833	88
Maldives	2.2	4.8	Q826	89
Mali	0.6	0.5	Q912	90
Malta	0.7	0.6	Q233	91
Mauritania	0.2	0.3	Q1025	92
Mauritius	1.1	1.1	Q1027	93
Mexico	2.7	1.9	Q96	94
Moldova	0.9	2.2	Q217	95
Montenegro	1.2	0.9	Q236	96
Morocco	3.3	4.0	Q1028	97
Mozambique	0.5	7.8	Q1029	98
Myanmar	0.8	0.8	Q836	99
Namibia	2.5	18.6	Q1030	100
Nepal	3.6	4.0	Q837	101
Netherlands	2.8	2.7	Q55	102
New Zealand	2.0	1.2	Q664	103
Nicaragua	0.3	0.7	Q811	104
Nigeria	1.1	1.2	Q1033	105
North Macedonia	7.1	17.3	Q221	106
Norway	6.9	5.2	Q20	107
Oman	3.6	6.4	Q842	108
Pakistan	3.0	4.3	Q843	109
Palau	0.5	0.4	Q695	110
Paraguay	0.6	0.6	Q733	111
Peru	1.3	1.2	Q419	112
Philippines	3.8	2.3	Q928	113
Poland	3.3	3.4	Q36	114
Portugal	2.9	2.2	Q45	115
Qatar	4.2	5.1	Q846	116
Romania	2.8	2.3	Q218	117
Russian Federation	0.9	1.8	Q159	118
Samoa	0.7	0.9	Q683	119
Sao Tome and Principe	1.1	1.2	Q1039	120
Saudi Arabia	5.0	3.4	Q851	121
Senegal	1.7	1.8	Q1041	122
Seychelles	0.6	0.5	Q1042	123
Singapore	1.6	1.1	Q334	124
Slovak Republic	3.6	2.6	Q214	125
Slovenia	6.0	5.4	Q215	126
Solomon Islands	0.5	0.3	Q685	127
South Africa	1.7	2.0	Q258	128
Spain	3.9	3.5	Q29	129
Sri Lanka	1.8	1.5	Q854	130
St. Kitts and Nevis	1.1	0.8	Q763	131
St. Lucia	0.7	0.6	Q760	132
St. Vincent and the Grenadines	0.7	0.6	Q757	133
Suriname	1.7	0.3	Q730	134
Sweden	3.7	2.5	Q34	135
Switzerland	4.1	2.8	Q39	136
Tanzania	1.0	1.0	Q924	137
Thailand	4.9	4.4	Q869	138
Togo	3.4	0.9	Q945	139
Tunisia	3.6	3.7	Q948	140
Turkey	8.1	7.6	Q43	141
Uganda	1.3	1.5	Q1036	142
Ukraine	3.6	2.5	Q212	143
United Arab Emirates	3.1	2.9	Q878	144
United Kingdom	4.1	3.3	Q145	145
United States	2.3	2.1	Q30	146
Uruguay	1.1	1.0	Q77	147
Vietnam	4.9	4.4	Q881	148
Zambia	21.1	5.0	Q953	149
Zimbabwe	2.2	0.8	Q954	150
