Guam	3	2.3
Guatemala	5.4	2.9
Guinea	6.6	4.7
Guinea-Bissau	6.6	4.5
Guyana	3.1	2.5
Haiti	5.4	2.9
Honduras	5.1	2.5
Hungary	1.9	1.6
Iceland	2.3	1.7
India	4	2.2
Indonesia	3.1	2.3
Iran, Islamic Rep.	4.7	2.1
Iraq	5.9	3.7
Ireland	2.1	1.8
Isle of Man	..	..
Israel	2.8	3.1
Italy	1.3	1.3
Jamaica	2.9	2
Japan	1.5	1.4
Jordan	5.5	2.8
Kazakhstan	2.7	2.8
Kenya	6.1	3.5
Kiribati	4.7	3.6
Korea, Dem. Peopleâ€™s Rep.	2.3	1.9
Korea, Rep.	1.6	1
Kosovo	3.9	2
Kuwait	3	2.1
Kyrgyz Republic	3.6	3.3
Lao PDR	6.2	2.7
Latvia	2	1.6
Lebanon	3.4	2.1
Lesotho	4.7	3.1
Liberia	6.5	4.3
Libya	5	2.2
Liechtenstein	..	1.6
Lithuania	2	1.6
Luxembourg	1.6	1.4
Madagascar	6.2	4.1
Malawi	6.9	4.2
Malaysia	3.6	2
Maldives	6	1.9
Mali	7.2	5.9
Malta	2	1.2
Marshall Islands	..	..
Mauritania	5.9	4.6
Mauritius	2.3	1.4
Mexico	3.5	2.1
Micronesia, Fed. Sts.	5	3.1
Moldova	2.4	1.3
Monaco	..	..
Mongolia	4.1	2.9
Montenegro	2.1	1.7
Morocco	4	2.4
Mozambique	6.2	4.9
Myanmar	3.4	2.2
Namibia	5.2	3.4
Nepal	5.2	1.9
Netherlands	1.6	1.6
New Caledonia	3.2	2
New Zealand	2.2	1.7
Nicaragua	4.6	2.4
Niger	7.8	6.9
Nigeria	6.5	5.4
North Macedonia	2.2	1.5
Northern Mariana Islands	..	..
Norway	1.9	1.6
Oman	7.2	2.9
Pakistan	6.2	3.5
Palau	2.8	..
Panama	3.1	2.5
Papua New Guinea	4.8	3.6
Paraguay	4.5	2.4
Peru	3.9	2.3
Philippines	4.3	2.6
Poland	2.1	1.5
Portugal	1.6	1.4
Puerto Rico	2.2	1
Qatar	4	1.9
Romania	1.8	1.8
Russian Federation	1.9	1.6
Rwanda	7.2	4
Samoa	5.1	3.9
San Marino	..	..
Sao Tome and Principe	5.8	4.3
Saudi Arabia	5.9	2.3
Senegal	6.4	4.6
Serbia	1.8	1.5
Seychelles	2.7	2.4
Sierra Leone	6.7	4.3
Singapore	1.8	1.1
Sint Maarten (Dutch part)	2	..
Slovak Republic	2.1	1.5
Slovenia	1.5	1.6
Solomon Islands	5.9	4.4
Somalia	7.4	6.1
South Africa	4	2.4
South Sudan	6.8	4.7
Spain	1.4	1.3
Sri Lanka	2.5	2.2
St. Kitts and Nevis	2.6	..
St. Lucia	3.4	1.4
St. Martin (French part)	2.1	1.8
St. Vincent and the Grenadines	3	1.9
Sudan	6.2	4.4
Suriname	3.3	2.4
Sweden	2.1	1.8
Switzerland	1.6	1.5
Syrian Arab Republic	5.3	2.8
Tajikistan	5.2	3.6
Tanzania	6.2	4.9
Thailand	2.1	1.5
Timor-Leste	5.5	4
Togo	6.2	4.3
Tonga	4.6	3.6
Trinidad and Tobago	2.5	1.7
Tunisia	3.5	2.2
Turkey	3.1	2.1
Turkmenistan	4.3	2.8
Turks and Caicos Islands	..	..
Tuvalu	..	..
Uganda	7.1	5
Ukraine	1.8	1.3
United Arab Emirates	4.5	1.4
United Kingdom	1.8	1.7
United States	2.1	1.7
Uruguay	2.5	2
Uzbekistan	4.1	2.4
Vanuatu	4.9	3.8
Venezuela, RB	3.4	2.3
Vietnam	3.6	2
Virgin Islands (U.S.)	3	2.1
West Bank and Gaza	6.7	3.6
Yemen, Rep.	8.6	3.8
Zambia	6.4	4.6
Zimbabwe	4.9	3.6
World	3.2	2.4
East Asia & Pacific	2.5	1.8
Europe & Central Asia	2	1.7
Latin America & Caribbean	3.3	2
Middle East & North Africa	4.9	2.8
North America	2.1	1.7
South Asia	4.3	2.4
Sub-Saharan Africa	6.3	4.7
Low income	6.4	4.6
Lower middle income	4.4	2.8
Upper middle income	2.6	1.9
High income	1.9	1.6
