Micronesia, Fed. Sts.	..	..
Moldova	..	..
Monaco	..	..
Mongolia	35.1	13.4
Montenegro	..	2.5
Morocco	6.8	3.4
Mozambique	41.1	27.9
Myanmar	48.3	10.6
Namibia	26.2	27.3
Nepal	22	8.7
Netherlands	2.5	2.5
New Caledonia	7.6	7.1
New Zealand	2.5	2.5
Nicaragua	32.6	17
Niger	21.6	16.5
Nigeria	9.3	13.4
Northern Mariana Islands	..	..
Norway	2.5	2.5
Oman	11.9	6.8
Pakistan	23.4	20.3
Palau	..	..
Panama	27.7	10
Papua New Guinea	..	..
Paraguay	12.9	10.7
Peru	21.8	9.7
Philippines	20.4	13.3
Poland	2.5	2.5
Portugal	2.5	2.5
Puerto Rico	..	..
Qatar	..	..
Romania	2.5	2.5
Russian Federation	5.1	2.5
Rwanda	55.5	36.8
Samoa	5.3	2.7
San Marino	..	..
Sao Tome and Principe	17.8	7
Saudi Arabia	6.1	7.1
Senegal	28.7	11.3
Serbia	..	5.7
Seychelles	..	..
Sierra Leone	39.6	25.6
Singapore	..	..
Sint Maarten (Dutch part)	..	..
Slovak Republic	5.9	3.4
Slovenia	2.5	2.5
Solomon Islands	15	8.9
Somalia	..	..
South Africa	5	6.2
South Sudan	..	..
Spain	2.5	2.5
Sri Lanka	18.6	9
St. Kitts and Nevis	..	..
St. Lucia	..	..
St. Martin (French part)	..	..
St. Vincent and the Grenadines	16.7	5.7
Sudan	..	20.1
Suriname	13	8.5
Eswatini	19.2	20.6
Sweden	2.5	2.5
Switzerland	2.5	2.5
Syrian Arab Republic	..	..
Tajikistan	..	..
Tanzania	36.5	30.7
Thailand	18.8	7.8
Timor-Leste	40.4	24.9
Togo	31.1	16.1
Tonga	..	..
Trinidad and Tobago	11.6	5.5
Tunisia	4.9	4.3
Turkey	2.5	2.5
Turkmenistan	8.2	5.4
Turks and Caicos Islands	..	..
Tuvalu	..	..
Uganda	27.7	41
Ukraine	4.5	3.5
United Arab Emirates	2.5	2.6
United Kingdom	2.5	2.5
United States	2.5	2.5
Uruguay	4.2	2.5
Uzbekistan	16.2	6.3
Vanuatu	8.2	7.2
Venezuela, RB	16.4	21.2
Vietnam	24.3	9.3
Virgin Islands (U.S.)	..	..
West Bank and Gaza	..	..
Yemen, Rep.	29.9	38.9
Zambia	47.4	46.7
Zimbabwe	40.2	51.3
World	14.8	10.8
East Asia & Pacific	16.5	8.6
Europe & Central Asia	4.1	2.8
Latin America & Caribbean	12	6.5
Middle East & North Africa	9.4	9.5
North America	2.5	2.5
South Asia	19.5	15.3
Sub-Saharan Africa	27.6	21.4
Low income	38.5	28.2
Lower middle income	19.7	14.5
Upper middle income	13.7	7.4
High income	2.8	2.7
