Country	City	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	Year
Canada	Whitehorse	43.8	105.5	163.2	238.5	251.1	266.7	247.6	226.5	132.7	84.9	39.8	26.8	1,827.1
Canada	Winnipeg	114.7	133.9	181.9	241.4	285.3	276.3	308.3	281.4	189.0	147.4	93.9	99.5	2,352.9
Honduras	La Ceiba	170.5	192.1	217.0	234.0	213.9	192.0	201.5	217.0	174.0	151.9	144.0	151.9	2,259.8
Mexico	La Paz	200	234	271	292	332	322	287	258	257	272	233	190	3,148
Mexico	Mexico City	240	234	268	232	225	183	176	176	157	194	232	236	2,555
Mexico	Monterrey	142	154	195	193	192	206	249	242	200	170	163	133	2,239
Mexico	Villahermosa	168	185	252	215	278	217	252	245	167	150	170	144	2,443
Nicaragua	Managua	263.5	254.2	291.4	276.0	229.4	186.0	151.9	195.3	210.0	223.2	231.0	248.0	2,759.9
Panama	Panama City	228.9	245.2	183.9	173.1	108.5	116.3	106.1	118.1	99.2	103.9	139.8	120.5	1,743.5
Puerto Rico	San Juan	237.4	231.2	282.0	268.3	255.2	259.4	280.8	267.8	234.7	227.2	202.4	217.4	2,963.8
El Salvador	San Salvador	301	277	294	243	220	174	239	257	180	211	267	294	2,957
Saint Pierre and Miquelon	Saint-Pierre	49.6	70.2	115.5	131.9	165.8	172.6	164.8	173.5	156.1	119.0	63.0	45.4	1,427.3
United States	Albuquerque	234.2	225.3	270.2	304.6	347.4	359.3	335.0	314.2	286.7	281.4	233.8	223.3	3,415.4
United States	Anchorage	82.9	120.5	195.8	235.3	288.7	274.7	250.1	203.9	159.8	117.1	80.6	51.8	2,061.2
United States	Atlanta	164.0	171.7	220.5	261.2	288.6	284.8	273.8	258.6	227.5	238.5	185.1	164.0	2,738.3
United States	Austin	163.8	169.3	205.9	205.8	227.1	285.5	317.2	297.9	233.8	215.6	168.3	153.5	2,643.7
United States	Baltimore	155.4	164.0	215.0	230.7	254.5	277.3	290.1	264.4	221.8	205.5	158.5	144.5	2,581.7
United States	Boise	109.3	151.9	238.6	281.4	335.5	351.6	399.8	358.8	303.6	238.1	119.6	105.2	2,993.4
United States	Boston	163.4	168.4	213.7	227.2	267.3	286.5	300.9	277.3	237.1	206.3	143.2	142.3	2,633.6
United States	Charlotte	173.3	180.3	234.8	269.6	292.1	289.2	290.0	272.9	241.4	230.5	178.4	168.5	2,821.0
United States	Chicago	135.8	136.2	187.0	215.3	281.9	311.4	318.4	283.0	226.6	193.2	113.3	106.3	2,508.4
United States	Cleveland	101.0	122.3	167.0	216.0	263.6	294.6	307.2	262.2	219.0	169.5	89.8	67.8	2,280.0
United States	Columbus	110.6	126.3	162.0	201.8	243.4	258.1	260.9	235.9	212.0	183.1	104.2	84.3	2,182.6
United States	Dallas	183.5	178.3	227.7	236.0	258.4	297.8	332.4	304.5	246.2	228.1	183.8	173.0	2,849.7
United States	Denver	215.3	211.1	255.6	276.2	290.0	315.3	325.0	306.4	272.3	249.2	194.3	195.9	3,106.6
United States	Detroit	119.9	138.3	184.9	217.0	275.9	301.8	317.0	283.5	227.6	176.0	106.3	87.7	2,435.9
United States	El Paso	254.5	263.0	326.0	348.0	384.7	384.1	360.2	335.4	304.1	298.6	257.6	246.3	3,762.5
United States	Fresno	141.5	196.9	286.2	335.5	398.9	412.2	428.2	399.6	345.9	302.3	189.9	127.1	3,564.2
United States	Honolulu	213.5	212.7	259.2	251.8	280.6	286.1	306.2	303.1	278.8	244.0	200.4	199.5	3,035.9
United States	Houston	143.4	155.0	192.5	209.8	249.2	281.3	293.9	270.5	236.5	228.8	168.3	148.7	2,577.9
United States	Indianapolis	132.1	145.7	178.3	214.8	264.7	287.2	295.2	273.7	232.6	196.6	117.1	102.4	2,440.4
United States	Jacksonville	189.4	193.8	257.9	286.4	303.9	283.6	282.0	262.4	228.2	214.6	193.9	183.6	2,879.7
United States	Kansas City	183.7	174.3	223.9	257.8	285.0	305.5	329.3	293.9	240.5	213.6	155.3	147.1	2,809.9
United States	Las Vegas	245.2	246.7	314.6	346.1	388.1	401.7	390.9	368.5	337.1	304.4	246.0	236.0	3,825.3
United States	Los Angeles	225.3	222.5	267.0	303.5	276.2	275.8	364.1	349.5	278.5	255.1	217.3	219.4	3,254.2
United States	Louisville	140.5	148.9	188.6	221.1	263.4	288.9	293.6	272.6	234.3	208.5	135.7	118.3	2,514.4
United States	Memphis	166.6	173.8	215.3	254.6	301.5	320.6	326.9	307.0	251.2	245.9	173.0	151.9	2,888.3
United States	Miami	219.8	216.9	277.2	293.8	301.3	288.7	308.7	288.3	262.2	260.2	220.8	216.1	3,154.0
United States	Milwaukee	140.2	151.5	185.4	213.5	275.5	304.5	321.1	281.2	215.1	178.0	112.8	104.8	2,483.6
United States	Minneapolis	156.7	178.3	217.5	242.1	295.2	321.9	350.5	307.2	233.2	181.0	112.8	114.3	2,710.7
United States	Nashville	139.6	145.2	191.3	231.5	261.8	277.7	279.0	262.1	226.4	216.8	148.1	130.6	2,510.1
United States	New Orleans	153.0	161.5	219.4	251.9	278.9	274.3	257.1	251.9	228.7	242.6	171.8	157.8	2,648.9
United States	New York City	162.7	163.1	212.5	225.6	256.6	257.3	268.2	268.2	219.3	211.2	151.0	139.0	2,534.7
United States	Nome	62.2	140.1	205.0	245.3	290.3	275.3	250.3	178.1	153.6	116.7	66.4	53.0	2,036.3
United States	Oklahoma City	200.8	189.7	244.2	271.3	295.2	326.1	356.6	329.3	263.7	245.1	186.5	180.9	3,089.4
United States	Omaha	167.8	157.6	206.4	230.1	277.1	314.0	332.5	296.3	245.5	217.5	148.0	134.1	2,726.9
United States	Philadelphia	155.7	154.7	202.8	217.0	245.1	271.2	275.6	260.1	219.3	204.5	154.7	137.7	2,498.4
United States	Phoenix	256.0	257.2	318.4	353.6	401.0	407.8	378.5	360.8	328.6	308.9	256.0	244.8	3,871.6
United States	Pittsburgh	93.9	108.5	155.4	182.8	217.4	242.2	254.9	228.4	196.7	167.3	99.4	74.4	2,021.3
United States	Portland (OR)	85.6	116.4	191.1	221.1	276.1	290.2	331.9	298.1	235.7	151.7	79.3	63.7	2,340.9
United States	Raleigh	163.8	173.1	228.9	250.7	258.4	267.7	259.5	239.6	217.6	215.4	174.0	157.6	2,606.3
United States	Richmond (VA)	172.5	179.7	233.3	261.6	288.0	306.4	301.4	278.9	237.9	222.8	183.5	163.0	2,829.0
United States	Sacramento	145.5	201.3	278.0	329.6	406.3	419.5	440.2	406.9	347.8	296.7	194.9	141.1	3,607.8
United States	Salt Lake City	127.4	163.1	241.9	269.1	321.7	360.5	380.5	352.5	301.1	248.1	150.4	113.1	3,029.4
United States	San Antonio	159.4	169.7	215.5	209.7	221.8	275.9	308.8	293.9	234.9	218.0	171.9	149.7	2,629.2
United States	San Diego	239.3	227.4	261.0	276.2	250.5	242.4	304.7	295.0	253.3	243.4	230.1	231.3	3,054.6
United States	San Francisco	185.9	207.7	269.1	309.3	325.1	311.4	313.3	287.4	271.4	247.1	173.4	160.6	3,061.7
United States	Seattle	69.8	108.8	178.4	207.3	253.7	268.4	312.0	281.4	221.7	142.6	72.7	52.9	2,169.7
United States	St. Louis	161.2	158.3	198.3	223.5	266.5	291.9	308.9	269.8	236.1	208.4	140.9	129.9	2,593.7
United States	Tampa	199.9	202.7	267.5	299.1	314.5	277.8	265.3	249.5	223.0	233.9	201.7	191.6	2,926.5
United States	Tucson	259.9	258.2	320.7	357.2	400.8	396.9	342.7	335.6	316.4	307.4	264.4	245.8	3,806.0
United States	Tulsa	175.8	171.7	219.6	244.4	266.7	294.8	334.7	305.3	232.5	218.6	161.1	160.8	2,786.0
United States	Virginia Beach	171.5	175.2	229.3	252.8	271.7	280.1	278.3	260.4	231.4	208.3	175.7	160.4	2,695.1
United States	Washington, D.C.	144.6	151.8	204.0	228.2	260.5	283.2	280.5	263.1	225.0	203.6	150.2	133.0	2,527.7
United States	Wichita	190.9	186.4	230.4	257.8	289.8	305.0	342.1	309.2	245.6	226.3	170.2	168.7	2,922.4
United States	Yuma	268.4	270.8	335.5	365.5	407.4	415.4	392.6	375.6	341.7	319.6	270.1	252.7	4,015.3
Argentina	Buenos Aires	279.0	240.8	229.0	220.0	173.6	132.0	142.6	173.6	189.0	227.0	252.0	266.6	2525.2
Argentina	Córdoba	257.3	229.6	204.6	189.0	170.5	150.0	170.5	204.6	213.0	238.7	255.0	251.1	2533.9
Argentina	La Plata	251.1	229.6	210.8	186.0	155.0	120.0	127.1	161.2	171.0	207.7	225.0	238.7	2283.2
Argentina	Mendoza	297.6	257.6	235.6	219.0	195.3	168.0	182.9	229.4	225.0	282.1	294.0	285.2	2871.7
Argentina	Salta	164.3	134.4	105.4	117.0	136.4	120.0	173.6	195.3	162.0	182.9	171.0	164.3	1826.6
Argentina	Ushuaia	180.2	150.4	124.9	92.7	78.0	50.3	35.0	58.3	87.6	113.0	140.0	170.8	1281.2
Bolivia	La Paz	182.9	152.6	148.8	165.0	222.7	240.0	235.6	217.0	189.0	179.8	171.0	186.0	2288.9
Brazil	Brasília	154.4	157.5	180.9	201.1	234.3	253.4	266.5	262.9	203.2	168.2	142.5	138.1	2363.3
Brazil	Curitiba	184.4	160.8	172.0	164.2	178.3	160.2	173.4	175.4	134.1	155.5	177.0	170.9	2006.2
Brazil	Fortaleza	225.2	182.3	150.0	157.1	208.4	238.7	268.3	295.9	281.6	291.4	282.2	262.3	2843.4
Brazil	Manaus	114.3	87.7	98.5	111.9	148.6	184.8	214.2	225.0	200.5	171.2	140.9	130.9	1828.5
Brazil	Porto Alegre	227.2	195.2	202.4	166.0	146.9	115.6	131.4	145.3	145.8	178.0	215.2	232.4	2101.4
Brazil	Rio de Janeiro	211.9	201.3	206.4	181.0	186.3	175.1	188.6	184.8	146.2	152.1	168.5	179.6	2181.1
Brazil	São Paulo	170.6	162.2	167.1	165.8	182.3	172.6	187.1	175.3	152.6	153.9	163.0	150.8	2003.3
Chile	Antofagasta	319.3	291.0	294.5	252.0	229.4	207.0	204.6	213.9	219.0	260.4	276.0	310.0	3077.1
Chile	Calama	353.4	305.1	319.3	312.0	306.9	297.0	310.0	316.2	321.0	356.5	363.0	365.8	3926.2
Chile	Concepción	341.0	278.0	255.0	191.0	133.0	114.0	129.0	162.0	197.0	254.0	296.0	331.0	2681.0
Chile	Santiago	362.7	302.3	272.8	201.0	155.0	120.0	145.7	161.2	186.0	248.0	306.0	347.2	2807.9
Chile	Valdivia	257.3	228.8	204.6	123.0	68.2	45.0	65.1	89.9	111.0	127.1	189.0	207.7	1716.7
Colombia	Barranquilla	283.0	245.0	241.0	211.0	187.0	194.0	217.0	208.0	166.0	167.0	191.0	252.0	2561.0
Colombia	Bogotá	156.0	128.0	107.0	88.0	83.0	94.0	114.0	117.0	109.0	96.0	103.0	138.0	1328.0
Colombia	Cali	183.0	155.8	166.5	139.0	147.1	153.1	189.9	175.1	157.4	151.1	153.8	170.1	1941.9
Colombia	Medellín	175.5	149.0	154.2	127.9	138.9	173.0	203.2	191.6	153.4	132.9	136.4	156.2	1892.2
Ecuador	Guayaquil	102.3	101.7	139.5	150.0	167.4	123.0	127.1	133.3	144.0	136.4	120.0	136.4	1581.1
Ecuador	Quito	197.0	140.0	122.0	136.0	164.0	189.0	249.0	256.0	196.0	177.0	197.0	215.0	2238.0
Falkland Islands	Stanley	198.0	161.0	169.0	115.0	77.0	57.0	69.0	90.0	128.0	189.0	200.0	198.0	1651.0
French Guiana	Cayenne	94.3	89.9	119.0	118.1	118.8	148.6	196.5	229.8	255.2	251.1	217.3	137.5	1976.0
Guyana	Georgetown	201.0	208.6	219.7	197.9	178.8	156.7	201.6	233.7	229.8	235.3	210.9	186.6	2460.6
Paraguay	Asunción	276.0	246.0	254.0	228.0	205.0	165.0	195.0	223.0	204.0	242.0	270.0	295.0	2803.0
Peru	Arequipa	223.2	189.3	244.9	294.0	288.3	291.0	291.4	310.0	297.0	303.8	309.0	291.4	3333.3
Peru	Lima	179.1	169.0	139.2	184.0	116.4	50.6	28.6	32.3	37.3	65.3	89.0	139.2	1230.0
Uruguay	Montevideo	294.9	230.6	222.8	179.6	164.2	129.7	139.7	164.4	182.3	239.0	248.9	285.3	2481.4
Venezuela	Caracas	229.4	217.5	235.6	183.0	182.9	183.0	210.8	217.0	213.0	210.8	210.0	213.9	2506.9
Venezuela	Maracaibo	300.0	279.0	286.0	257.0	243.0	253.0	301.0	279.0	272.5	283.0	258.0	273.0	3284.0
Australia	Adelaide	325.5	285.3	266.6	219.0	167.4	138.0	148.8	186.0	204.0	257.3	273.0	294.5	2,765.4
Australia	Alice Springs	306.0	276.8	300.7	285.0	263.5	252.0	282.1	306.9	300.0	313.1	303.0	310.0	3,499.1
Australia	Brisbane	263.5	223.2	232.5	234.0	235.6	198.0	238.7	266.6	270.0	275.9	270.0	265.4	2,968.4
Australia	Canberra	294.5	254.3	251.1	219.0	186.0	156.0	179.8	217.0	231.0	266.6	267.0	291.4	2,813.7
Australia	Darwin	176.7	162.4	210.8	261.0	297.6	297.0	313.1	319.3	297.0	291.4	252.0	213.9	3,092.2
Australia	Hobart	248.0	206.2	198.4	159.0	130.2	117.0	136.4	155.0	177.0	201.5	207.0	229.4	2,165.1
Australia	Melbourne	266.6	228.8	223.2	186.0	142.6	120.0	136.4	164.3	183.0	223.2	225.0	263.5	2,362.6
Australia	Perth	356.5	314.9	295.5	246.0	211.7	180.6	188.4	219.8	232.4	299.8	320.4	359.4	3,229.5
Australia	Sydney	235.6	202.4	213.9	207.0	195.3	177.0	204.6	244.9	237.0	244.9	228.0	244.9	2,635.5
Fiji	Suva	192.2	178	170.5	153.0	145.7	141.0	136.4	142.6	135.0	164.3	168.0	195.3	1,922
New Zealand	Auckland	228.8	194.9	189.2	157.3	139.8	110.3	128.1	142.9	148.6	178.1	188.1	197.2	2,003.1
New Zealand	Christchurch	224.4	190.5	177.4	155.6	133.3	117.7	124.8	149.0	166.6	201.3	215.3	214.3	2,070.2
New Zealand	Wellington	240.3	205.0	194.7	153.8	126.0	102.3	111.4	137.2	163.2	191.1	210.8	222.9	2,058.7
New Zealand	Dunedin	179.6	158.0	146.1	125.9	108.4	95.3	110.6	122.2	136.8	165.5	166.9	168.3	1683.7
Papua New Guinea	Port Moresby	182	158	184	200	211	200	203	222	213	231	243	216	2,463
Solomon Islands	Honiara	186.0	155.4	198.4	192.0	210.8	198.0	186.0	204.6	192.0	226.3	216.0	164.3	2,33
