Country	Total	ID
Tonga	1.5	Q678
Trinidad and Tobago	2	Q754
Tunisia	5.2	Q948
Turkey	0.2	Q43
Turkmenistan	3.2	Q874
Turks and Caicos Islands	0.4	Q18221
Tuvalu	0	Q672
Uganda	16.1	Q1036
Ukraine	3.9	Q212
United Arab Emirates	15	Q878
United Kingdom	28.8	Q145
United States	26.3	Q30
Uruguay	2.3	Q77
Uzbekistan	3.4	Q265
Vanuatu	0.1	Q686
Venezuela, RB	36.9	Q717
Vietnam	2.9	Q881
Virgin Islands (U.S.)	1	Q11703
Yemen, Rep.	0.6	Q805
Zambia	37.9	Q953
Zimbabwe	27.2	Q954
