Country	Total	ID
Jamaica	16.8	Q766
Japan	6.3	Q17
Jordan	3.2	Q810
Kazakhstan	1.6	Q232
Kenya	72.7	Q114
Kiribati	4.3	Q710
Korea, Dem. People’s Rep.	23.1	Q423
Korea, Rep.	2.7	Q884
Kosovo	20.5	Q1246
Kuwait	0	Q817
Kyrgyz Republic	23.3	Q813
Lao PDR	59.3	Q819
Latvia	38.1	Q211
Lebanon	3.6	Q822
Lesotho	52.1	Q1013
Liberia	83.8	Q1014
Libya	2	Q1016
Liechtenstein	63.1	Q347
Lithuania	29	Q37
Luxembourg	9	Q32
Madagascar	24.2	Q1019
Malawi	70.2	Q1020
Malaysia	83.6	Q833
Maldives	5.2	Q826
Mali	1	Q912
Malta	61.5	Q233
Marshall Islands	5.4	Q709
Mauritania	11.2	Q1025
Mauritius	32.2	Q1027
Mexico	11.5	Q96
Micronesia, Fed. Sts.	9.2	Q702
Moldova	1.2	Q217
Monaco	14.3	Q235
Montenegro	3.4	Q236
Morocco	43	Q1028
Mozambique	11.3	Q1029
Myanmar	86.4	Q836
Namibia	61.5	Q1030
Nepal	26.5	Q837
Netherlands	85.3	Q55
New Caledonia	5.9	Q33788
New Zealand	4.8	Q664
Nicaragua	30.8	Q811
Niger	48.2	Q1032
Nigeria	78.9	Q1033
North Macedonia	86.6	Q221
Northern Mariana Islands	0	Q16644
Norway	57.8	Q20
Oman	0	Q842
Pakistan	46.5	Q843
Palau	0	Q695
Panama	21.2	Q804
Papua New Guinea	52.5	Q691
Paraguay	61.7	Q733
Peru	25.5	Q419
Philippines	27.5	Q928
Poland	11.9	Q36
Portugal	27.2	Q45
Puerto Rico	1.8	Q1183
Qatar	0	Q846
Romania	23.7	Q218
Russian Federation	3.3	Q159
Rwanda	86.7	Q1037
Samoa	34.3	Q683
Sao Tome and Principe	41.1	Q1039
Saudi Arabia	0	Q851
Senegal	42.7	Q1041
Serbia	21.2	Q403
Seychelles	1.4	Q1042
Sierra Leone	77.7	Q1044
Singapore	0.7	Q334
Sint Maarten (Dutch part)	0	Q26273
Slovak Republic	13.4	Q214
Slovenia	20.9	Q215
Solomon Islands	63.3	Q685
Somalia	94.3	Q1045
South Africa	17.2	Q258
South Sudan	39.1	Q958
Spain	16.3	Q29
Sri Lanka	52.9	Q854
St. Kitts and Nevis	1.6	Q763
St. Lucia	2.1	Q760
St. Vincent and the Grenadines	5.8	Q757
Sudan	61.6	Q1049
Suriname	24.9	Q730
Sweden	53.2	Q34
Switzerland	25.3	Q39
Syrian Arab Republic	0.5	Q858
Tajikistan	44.7	Q863
Tanzania	85.7	Q924
Thailand	22.9	Q869
Timor-Leste	18.2	Q574
Togo	71.3	Q945
Tonga	1.9	Q678
Trinidad and Tobago	0.3	Q754
Tunisia	12.6	Q948
Turkey	13.4	Q43
Turkmenistan	0	Q874
Turks and Caicos Islands	0.6	Q18221
Tuvalu	0	Q672
Uganda	89.1	Q1036
Ukraine	4.1	Q212
United Arab Emirates	0.1	Q878
United Kingdom	8.7	Q145
United States	8.7	Q30
Uruguay	58	Q77
Uzbekistan	3	Q265
Vanuatu	36.1	Q686
Venezuela, RB	12.8	Q717
Vietnam	35	Q881
Virgin Islands (U.S.)	3.9	Q11703
West Bank and Gaza	10.5	Q407199
Yemen, Rep.	2.3	Q805
Zambia	88	Q953
Zimbabwe	81.8	Q954
