Country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million
Denmark,2020-07-02,12794,26,25.571,2208.831,4.489,4.415
Denmark,2020-07-03,12815,21,25.571,2212.457,3.626,4.415
Denmark,2020-07-04,12832,17,22.429,2215.392,2.935,3.872
Denmark,2020-07-05,12832,0,22.429,2215.392,0,3.872
Denmark,2020-07-06,12832,0,22.429,2215.392,0,3.872
Denmark,2020-07-07,12878,46,18.143,2223.334,7.942,3.132
Denmark,2020-07-08,12888,10,17.143,2225.06,1.726,2.96
Denmark,2020-07-09,12900,12,15.143,2227.132,2.072,2.614
Denmark,2020-07-10,12916,16,14.429,2229.894,2.762,2.491
Denmark,2020-07-11,12946,30,16.286,2235.074,5.179,2.812
Denmark,2020-07-12,12946,0,16.286,2235.074,0,2.812
Denmark,2020-07-13,12946,0,16.286,2235.074,0,2.812
Denmark,2020-07-14,13037,91,22.714,2250.784,15.711,3.922
Denmark,2020-07-15,13061,24,24.714,2254.928,4.144,4.267
Denmark,2020-07-16,13092,31,27.429,2260.28,5.352,4.735
Denmark,2020-07-17,13124,32,29.714,2265.805,5.525,5.13
Denmark,2020-07-18,13173,49,32.429,2274.264,8.46,5.599
Denmark,2020-07-19,13173,0,32.429,2274.264,0,5.599
Denmark,2020-07-20,13173,0,32.429,2274.264,0,5.599
Denmark,2020-07-21,13262,89,32.143,2289.63,15.365,5.549
Denmark,2020-07-22,13302,40,34.429,2296.536,6.906,5.944
Denmark,2020-07-23,13350,48,36.857,2304.823,8.287,6.363
Denmark,2020-07-24,13390,40,38,2311.728,6.906,6.561
Denmark,2020-07-25,13438,48,37.857,2320.015,8.287,6.536
Denmark,2020-07-26,13438,0,37.857,2320.015,0,6.536
Denmark,2020-07-27,13438,0,37.857,2320.015,0,6.536
Denmark,2020-07-28,13547,109,40.714,2338.834,18.818,7.029
Denmark,2020-07-29,13577,30,39.286,2344.013,5.179,6.783
Denmark,2020-07-30,13634,57,40.571,2353.854,9.841,7.004
Denmark,2020-07-31,13725,91,47.857,2369.565,15.711,8.262
Denmark,2020-08-01,13789,64,50.143,2380.614,11.049,8.657
Denmark,2020-08-02,13789,0,50.143,2380.614,0,8.657
Denmark,2020-08-03,13789,0,50.143,2380.614,0,8.657
Denmark,2020-08-04,13996,207,64.143,2416.352,35.738,11.074
Denmark,2020-08-05,14073,77,70.857,2429.646,13.294,12.233
Denmark,2020-08-06,14185,112,78.714,2448.982,19.336,13.59
Denmark,2020-08-07,14306,121,83,2469.872,20.89,14.33
Denmark,2020-08-08,14442,136,93.286,2493.352,23.48,16.105
Denmark,2020-08-09,14442,0,93.286,2493.352,0,16.105
Denmark,2020-08-10,14442,0,93.286,2493.352,0,16.105
Denmark,2020-08-11,14815,373,117,2557.749,64.397,20.2
Denmark,2020-08-12,14959,144,126.571,2582.61,24.861,21.852
Denmark,2020-08-13,15070,111,126.429,2601.773,19.164,21.827
Denmark,2020-08-14,15214,144,129.714,2626.634,24.861,22.395
Denmark,2020-08-15,15379,165,133.857,2655.121,28.487,23.11
Denmark,2020-08-16,15483,104,148.714,2673.076,17.955,25.675
Denmark,2020-08-17,15617,134,167.857,2696.211,23.135,28.98
Denmark,2020-08-18,15740,123,132.143,2717.446,21.235,22.814
Denmark,2020-08-19,15855,115,128,2737.3,19.854,22.099
Denmark,2020-08-20,15940,85,124.286,2751.975,14.675,21.457
Denmark,2020-08-21,16056,116,120.286,2772.002,20.027,20.767
Denmark,2020-08-22,16127,71,106.857,2784.26,12.258,18.448
Denmark,2020-08-23,16127,0,92,2784.26,0,15.883
Denmark,2020-08-24,16127,0,72.857,2784.26,0,12.578
Denmark,2020-08-25,16397,270,93.857,2830.875,46.614,16.204
Denmark,2020-08-26,16480,83,89.286,2845.204,14.33,15.415
Denmark,2020-08-27,16537,57,85.286,2855.045,9.841,14.724
Denmark,2020-08-28,16627,90,81.571,2870.583,15.538,14.083
Denmark,2020-08-29,16700,73,81.857,2883.186,12.603,14.132
Denmark,2020-08-30,16700,0,81.857,2883.186,0,14.132
Denmark,2020-08-31,16700,0,81.857,2883.186,0,14.132
Denmark,2020-09-01,16985,285,84,2932.39,49.204,14.502
Denmark,2020-09-02,17084,99,86.286,2949.482,17.092,14.897
Denmark,2020-09-03,17195,111,94,2968.646,19.164,16.229
Denmark,2020-09-04,17374,179,106.714,2999.55,30.904,18.424
Denmark,2020-09-05,17547,173,121,3029.417,29.868,20.89
Denmark,2020-09-06,17547,0,121,3029.417,0,20.89
Denmark,2020-09-07,17547,0,121,3029.417,0,20.89
Denmark,2020-09-08,18113,566,161.143,3127.135,97.718,27.821
Denmark,2020-09-09,18356,243,181.714,3169.088,41.953,31.372
Denmark,2020-09-10,18607,251,201.714,3212.422,43.334,34.825
Denmark,2020-09-11,18924,317,221.429,3267.151,54.729,38.229
Denmark,2020-09-12,19216,292,238.429,3317.563,50.413,41.164
Denmark,2020-09-13,19216,0,238.429,3317.563,0,41.164
Denmark,2020-09-14,19216,0,238.429,3317.563,0,41.164
Denmark,2020-09-15,19800,584,241,3418.388,100.825,41.608
Denmark,2020-09-16,20129,329,253.286,3475.189,56.8,43.729
Denmark,2020-09-17,20571,442,280.571,3551.498,76.309,48.44
Denmark,2020-09-18,21393,822,352.714,3693.413,141.915,60.895
Denmark,2020-09-19,21847,454,375.857,3771.795,78.381,64.89
Denmark,2020-09-20,21847,0,375.857,3771.795,0,64.89
Denmark,2020-09-21,21847,0,375.857,3771.795,0,64.89
Denmark,2020-09-22,23323,1476,503.286,4026.62,254.825,86.89
Denmark,2020-09-23,23799,476,524.286,4108.799,82.179,90.516
Denmark,2020-09-24,24357,558,540.857,4205.136,96.336,93.377
Denmark,2020-09-25,24916,559,503.286,4301.645,96.509,86.89
Denmark,2020-09-26,25594,678,535.286,4418.699,117.054,92.415
Denmark,2020-09-27,26213,619,623.714,4525.567,106.868,107.682
Denmark,2020-09-28,26637,424,684.286,4598.768,73.202,118.139
Denmark,2020-09-29,27072,435,535.571,4673.869,75.101,92.464
Denmark,2020-09-30,27464,392,523.571,4741.547,67.677,90.392
Denmark,2020-10-01,27998,534,520.143,4833.739,92.193,89.801
Denmark,2020-10-02,28396,398,497.143,4902.452,68.713,85.83
Denmark,2020-10-03,28932,536,476.857,4994.991,92.538,82.327
Denmark,2020-10-04,29302,370,441.286,5058.87,63.879,76.186
Denmark,2020-10-05,29680,378,434.714,5124.13,65.26,75.052
Denmark,2020-10-06,30057,377,426.429,5189.217,65.087,73.621
Denmark,2020-10-07,30379,322,416.429,5244.809,55.592,71.895
Denmark,2020-10-08,30710,331,387.429,5301.955,57.146,66.888
Denmark,2020-10-09,31156,446,394.286,5378.955,77,68.072
Denmark,2020-10-10,31638,482,386.571,5462.17,83.215,66.74
Denmark,2020-10-11,32082,444,397.143,5538.825,76.655,68.565
Denmark,2020-10-12,32422,340,391.714,5597.525,58.7,67.628
Denmark,2020-10-13,32811,389,393.429,5664.684,67.159,67.924
Denmark,2020-10-14,33101,290,388.857,5714.751,50.067,67.135
Denmark,2020-10-15,33593,492,411.857,5799.693,84.942,71.105
Denmark,2020-10-16,34023,430,409.571,5873.931,74.238,70.711
Denmark,2020-10-17,34441,418,400.429,5946.097,72.166,69.132
Denmark,2020-10-18,34941,500,408.429,6032.42,86.323,70.514
Denmark,2020-10-19,35392,451,424.286,6110.283,77.863,73.251
Denmark,2020-10-20,35844,452,433.286,6188.319,78.036,74.805
Denmark,2020-10-21,36373,529,467.429,6279.649,91.33,80.7
Denmark,2020-10-22,37003,630,487.143,6388.416,108.767,84.103
Denmark,2020-10-23,37763,760,534.286,6519.626,131.211,92.242
Denmark,2020-10-24,38622,859,597.286,6667.929,148.303,103.119
Denmark,2020-10-25,39411,789,638.571,6804.147,136.218,110.247
Denmark,2020-10-26,40356,945,709.143,6967.297,163.15,122.431
Denmark,2020-10-27,41412,1056,795.429,7149.611,182.314,137.327
Denmark,2020-10-28,42157,745,826.286,7278.232,128.621,142.655
Denmark,2020-10-29,43174,1017,881.571,7453.813,175.581,152.2
Denmark,2020-10-30,44034,860,895.857,7602.289,148.475,154.666
Denmark,2020-10-31,45225,1191,943.286,7807.91,205.621,162.854
Denmark,2020-11-01,46351,1126,991.429,8002.309,194.399,171.166
Denmark,2020-11-02,47299,948,991.857,8165.978,163.668,171.24
Dominican Republic,2019-12-31,,0,,,0,
Dominican Republic,2020-01-01,,0,,,0,
Dominican Republic,2020-01-02,,0,,,0,
Dominican Republic,2020-01-03,,0,,,0,
Dominican Republic,2020-01-04,,0,,,0,
Dominican Republic,2020-01-05,,0,,,0,
Dominican Republic,2020-01-06,,0,0,,0,0
Dominican Republic,2020-01-07,,0,0,,0,0
Dominican Republic,2020-01-08,,0,0,,0,0
Dominican Republic,2020-01-09,,0,0,,0,0
Dominican Republic,2020-01-10,,0,0,,0,0
Dominican Republic,2020-01-11,,0,0,,0,0
Dominican Republic,2020-01-12,,0,0,,0,0
Dominican Republic,2020-01-13,,0,0,,0,0
Dominican Republic,2020-01-14,,0,0,,0,0
Dominican Republic,2020-01-15,,0,0,,0,0
Dominican Republic,2020-01-16,,0,0,,0,0
Dominican Republic,2020-01-17,,0,0,,0,0
Dominican Republic,2020-01-18,,0,0,,0,0
Dominican Republic,2020-01-19,,0,0,,0,0
Dominican Republic,2020-01-20,,0,0,,0,0
Dominican Republic,2020-01-21,,0,0,,0,0
Dominican Republic,2020-01-22,,0,0,,0,0
Dominican Republic,2020-01-23,,0,0,,0,0
Dominican Republic,2020-01-24,,0,0,,0,0
Dominican Republic,2020-01-25,,0,0,,0,0
Dominican Republic,2020-01-26,,0,0,,0,0
Dominican Republic,2020-01-27,,0,0,,0,0
Dominican Republic,2020-01-28,,0,0,,0,0
Dominican Republic,2020-01-29,,0,0,,0,0
Dominican Republic,2020-01-30,,0,0,,0,0
Dominican Republic,2020-01-31,,0,0,,0,0
Dominican Republic,2020-02-01,,0,0,,0,0
Dominican Republic,2020-02-02,,0,0,,0,0
Dominican Republic,2020-02-03,,0,0,,0,0
Dominican Republic,2020-02-04,,0,0,,0,0
Dominican Republic,2020-02-05,,0,0,,0,0
Dominican Republic,2020-02-06,,0,0,,0,0
Dominican Republic,2020-02-07,,0,0,,0,0
Dominican Republic,2020-02-08,,0,0,,0,0
Dominican Republic,2020-02-09,,0,0,,0,0
Dominican Republic,2020-02-10,,0,0,,0,0
Dominican Republic,2020-02-11,,0,0,,0,0
Dominican Republic,2020-02-12,,0,0,,0,0
Dominican Republic,2020-02-13,,0,0,,0,0
Dominican Republic,2020-02-14,,0,0,,0,0
Dominican Republic,2020-02-15,,0,0,,0,0
Dominican Republic,2020-02-16,,0,0,,0,0
Dominican Republic,2020-02-17,,0,0,,0,0
Dominican Republic,2020-02-18,,0,0,,0,0
Dominican Republic,2020-02-19,,0,0,,0,0
Dominican Republic,2020-02-20,,0,0,,0,0
Dominican Republic,2020-02-21,,0,0,,0,0
Dominican Republic,2020-02-22,,0,0,,0,0
Dominican Republic,2020-02-23,,0,0,,0,0
Dominican Republic,2020-02-24,,0,0,,0,0
Dominican Republic,2020-02-25,,0,0,,0,0
Dominican Republic,2020-02-26,,0,0,,0,0
Dominican Republic,2020-02-27,,0,0,,0,0
Dominican Republic,2020-02-28,,0,0,,0,0
Dominican Republic,2020-02-29,,0,0,,0,0
Dominican Republic,2020-03-01,,0,0,,0,0
Dominican Republic,2020-03-02,1,1,0.143,0.092,0.092,0.013
Dominican Republic,2020-03-03,,,0.143,,,0.013
Dominican Republic,2020-03-04,,,0.143,,,0.013
Dominican Republic,2020-03-05,,,0.143,,,0.013
Dominican Republic,2020-03-06,,,0.143,,,0.013
Dominican Republic,2020-03-07,2,1,0.286,0.184,0.092,0.026
Dominican Republic,2020-03-08,,,0.286,,,0.026
Dominican Republic,2020-03-09,,,0.143,,,0.013
Dominican Republic,2020-03-10,5,3,0.571,0.461,0.277,0.053
Dominican Republic,2020-03-11,,,0.571,,,0.053
Dominican Republic,2020-03-12,,,0.571,,,0.053
Dominican Republic,2020-03-13,,,0.571,,,0.053
Dominican Republic,2020-03-14,11,6,1.286,1.014,0.553,0.119
Dominican Republic,2020-03-15,11,0,1.286,1.014,0,0.119
Dominican Republic,2020-03-16,11,0,1.286,1.014,0,0.119
Dominican Republic,2020-03-17,11,0,0.857,1.014,0,0.079
Dominican Republic,2020-03-18,11,0,0.857,1.014,0,0.079
Dominican Republic,2020-03-19,21,10,2.286,1.936,0.922,0.211
Dominican Republic,2020-03-20,21,0,2.286,1.936,0,0.211
Dominican Republic,2020-03-21,34,13,3.286,3.134,1.198,0.303
Dominican Republic,2020-03-22,112,78,14.429,10.325,7.19,1.33
Dominican Republic,2020-03-23,202,90,27.286,18.621,8.297,2.515
Dominican Republic,2020-03-24,245,43,33.429,22.585,3.964,3.082
Dominican Republic,2020-03-25,312,67,43,28.761,6.176,3.964
Dominican Republic,2020-03-26,392,80,53,36.136,7.375,4.886
Dominican Republic,2020-03-27,488,96,66.714,44.986,8.85,6.15
Dominican Republic,2020-03-28,581,93,78.143,53.559,8.573,7.203
Dominican Republic,2020-03-29,719,138,86.714,66.28,12.721,7.994
Dominican Republic,2020-03-30,859,140,93.857,79.186,12.906,8.652
Dominican Republic,2020-03-31,901,42,93.714,83.058,3.872,8.639
Dominican Republic,2020-04-01,1109,208,113.857,102.232,19.174,10.496
Dominican Republic,2020-04-02,1284,175,127.429,118.364,16.132,11.747
Dominican Republic,2020-04-03,1380,96,127.429,127.214,8.85,11.747
Dominican Republic,2020-04-04,1488,108,129.571,137.169,9.956,11.944
Dominican Republic,2020-04-05,1578,90,122.714,145.466,8.297,11.312
Dominican Republic,2020-04-06,1745,167,126.571,160.861,15.395,11.668
Dominican Republic,2020-04-07,1828,83,132.429,168.512,7.651,12.208
Dominican Republic,2020-04-08,1956,128,121,180.311,11.8,11.154
Dominican Republic,2020-04-09,2111,155,118.143,194.6,14.288,10.891
Dominican Republic,2020-04-10,2349,238,138.429,216.54,21.94,12.761
Dominican Republic,2020-04-11,2620,271,161.714,241.521,24.982,14.907
Dominican Republic,2020-04-12,2759,139,168.714,254.335,12.814,15.553
Dominican Republic,2020-04-13,2967,208,174.571,273.509,19.174,16.093
Dominican Republic,2020-04-14,3167,200,191.286,291.946,18.437,17.633
Dominican Republic,2020-04-15,3286,119,190,302.916,10.97,17.515
Dominican Republic,2020-04-16,3614,328,214.714,333.152,30.236,19.793
Dominican Republic,2020-04-17,3755,141,200.857,346.15,12.998,18.516
Dominican Republic,2020-04-18,4126,371,215.143,380.35,34.2,19.833
Dominican Republic,2020-04-19,4335,209,225.143,399.616,19.266,20.755
Dominican Republic,2020-04-20,4680,345,244.714,431.42,31.803,22.559
Dominican Republic,2020-04-21,4964,284,256.714,457.6,26.18,23.665
Dominican Republic,2020-04-22,5044,80,251.143,464.975,7.375,23.151
Dominican Republic,2020-04-23,5300,256,240.857,488.574,23.599,22.203
Dominican Republic,2020-04-24,5543,243,255.429,510.974,22.401,23.546
Dominican Republic,2020-04-25,5749,206,231.857,529.964,18.99,21.373
Dominican Republic,2020-04-26,5926,177,227.286,546.281,16.317,20.952
Dominican Republic,2020-04-27,6135,209,207.857,565.547,19.266,19.161
Dominican Republic,2020-04-28,6135,0,167.286,565.547,0,15.421
Dominican Republic,2020-04-29,6416,281,196,591.451,25.904,18.068
Dominican Republic,2020-04-30,6652,236,193.143,613.206,21.755,17.805
Dominican Republic,2020-05-01,6972,320,204.143,642.705,29.499,18.819
Dominican Republic,2020-05-02,7288,316,219.857,671.835,29.13,20.267
Dominican Republic,2020-05-03,7578,290,236,698.568,26.733,21.755
Dominican Republic,2020-05-04,7954,376,259.857,733.229,34.661,23.955
Dominican Republic,2020-05-05,8235,281,300,759.133,25.904,27.655
Dominican Republic,2020-05-06,8480,245,294.857,781.718,22.585,27.181
Dominican Republic,2020-05-07,8807,327,307.857,811.862,30.144,28.379
Dominican Republic,2020-05-08,9095,288,303.286,838.411,26.549,27.958
Dominican Republic,2020-05-09,9376,281,298.286,864.314,25.904,27.497
Dominican Republic,2020-05-10,9882,506,329.143,910.959,46.645,30.342
Dominican Republic,2020-05-11,10347,465,341.857,953.825,42.865,31.514
Dominican Republic,2020-05-12,10634,287,342.714,980.282,26.457,31.593
Dominican Republic,2020-05-13,10900,266,345.714,1004.802,24.521,31.869
Dominican Republic,2020-05-14,11196,296,341.286,1032.089,27.286,31.461
Dominican Republic,2020-05-15,11320,124,317.857,1043.52,11.431,29.301
Dominican Republic,2020-05-16,11739,419,337.571,1082.145,38.625,31.119
Dominican Republic,2020-05-17,11893,154,287.286,1096.341,14.196,26.483
Dominican Republic,2020-05-18,12314,421,281,1135.15,38.809,25.904
Dominican Republic,2020-05-19,12725,411,298.714,1173.038,37.888,27.537
Dominican Republic,2020-05-20,13223,498,331.857,1218.945,45.907,30.592
Dominican Republic,2020-05-21,13477,254,325.857,1242.36,23.415,30.039
Dominican Republic,2020-05-22,13657,180,333.857,1258.953,16.593,30.776
Dominican Republic,2020-05-23,13989,332,321.429,1289.558,30.605,29.63
Dominican Republic,2020-05-24,14422,433,361.286,1329.473,39.916,33.305
Dominican Republic,2020-05-25,14422,0,301.143,1329.473,0,27.76
Dominican Republic,2020-05-26,15073,651,335.429,1389.485,60.012,30.921
Dominican Republic,2020-05-27,15264,191,291.571,1407.092,17.607,26.878
Dominican Republic,2020-05-28,15723,459,320.857,1449.404,42.312,29.578
Dominican Republic,2020-05-29,16068,345,344.429,1481.208,31.803,31.751
Dominican Republic,2020-05-30,16531,463,363.143,1523.889,42.681,33.476
Dominican Republic,2020-05-31,16908,377,355.143,1558.642,34.753,32.738
Dominican Republic,2020-06-01,17285,377,409,1593.395,34.753,37.703
Dominican Republic,2020-06-02,17572,287,357,1619.852,26.457,32.91
Dominican Republic,2020-06-03,17752,180,355.429,1636.445,16.593,32.765
Dominican Republic,2020-06-04,18040,288,331,1662.994,26.549,30.513
Dominican Republic,2020-06-05,18319,279,321.571,1688.713,25.719,29.644
Dominican Republic,2020-06-06,18708,389,311,1724.573,35.859,28.669
Dominican Republic,2020-06-07,19195,487,326.714,1769.466,44.893,30.118
Dominican Republic,2020-06-08,19600,405,330.714,1806.801,37.334,30.486
Dominican Republic,2020-06-09,20126,526,364.857,1855.289,48.489,33.634
Dominican Republic,2020-06-10,20415,289,380.429,1881.93,26.641,35.069
Dominican Republic,2020-06-11,20808,393,395.429,1918.159,36.228,36.452
Dominican Republic,2020-06-12,21437,629,445.429,1976.142,57.984,41.061
Dominican Republic,2020-06-13,22008,571,471.429,2028.779,52.637,43.458
Dominican Republic,2020-06-14,22572,564,482.429,2080.771,51.992,44.472
Dominican Republic,2020-06-15,22962,390,480.286,2116.722,35.952,44.275
Dominican Republic,2020-06-16,23271,309,449.286,2145.207,28.485,41.417
Dominican Republic,2020-06-17,23686,415,467.286,2183.463,38.256,43.076
Dominican Republic,2020-06-18,24105,419,471,2222.088,38.625,43.419
Dominican Republic,2020-06-19,24645,540,458.286,2271.867,49.779,42.246
Dominican Republic,2020-06-20,25068,423,437.143,2310.861,38.994,40.297
Dominican Republic,2020-06-21,25778,710,458,2376.312,65.45,42.22
Dominican Republic,2020-06-22,26677,899,530.714,2459.185,82.873,48.923
Dominican Republic,2020-06-23,27370,693,585.571,2523.068,63.883,53.98
Dominican Republic,2020-06-24,27936,566,607.143,2575.244,52.176,55.969
Dominican Republic,2020-06-25,28631,695,646.571,2639.312,64.068,59.603
Dominican Republic,2020-06-26,29141,510,642.286,2686.325,47.014,59.208
Dominican Republic,2020-06-27,29764,623,670.857,2743.756,57.43,61.842
Dominican Republic,2020-06-28,30619,855,691.571,2822.573,78.817,63.752
Dominican Republic,2020-06-29,31373,754,670.857,2892.079,69.507,61.842
Dominican Republic,2020-06-30,31816,443,635.143,2932.917,40.837,58.55
Dominican Republic,2020-07-01,32568,752,661.714,3002.239,69.322,60.999
Dominican Republic,2020-07-02,33387,819,679.429,3077.737,75.498,62.632
Dominican Republic,2020-07-03,34197,810,722.286,3152.406,74.669,66.583
Dominican Republic,2020-07-04,35148,951,769.143,3240.073,87.667,70.902
Dominican Republic,2020-07-05,36184,1036,795,3335.575,95.502,73.286
Dominican Republic,2020-07-06,37425,1241,864.571,3449.975,114.4,79.699
Dominican Republic,2020-07-07,38128,703,901.714,3514.78,64.805,83.123
Dominican Republic,2020-07-08,38430,302,837.429,3542.62,27.839,77.197
Dominican Republic,2020-07-09,39588,1158,885.857,3649.369,106.749,81.662
Dominican Republic,2020-07-10,40790,1202,941.857,3760.173,110.805,86.824
Dominican Republic,2020-07-11,41915,1125,966.714,3863.88,103.707,89.115
Dominican Republic,2020-07-12,43114,1199,990,3974.408,110.528,91.262
Dominican Republic,2020-07-13,44532,1418,1015.286,4105.125,130.716,93.593
Dominican Republic,2020-07-14,45506,974,1054,4194.912,89.787,97.162
Dominican Republic,2020-07-15,46305,799,1125,4268.567,73.655,103.707
Dominican Republic,2020-07-16,47671,1366,1154.714,4394.489,125.923,106.446
Dominican Republic,2020-07-17,48743,1072,1136.143,4493.31,98.821,104.734
Dominican Republic,2020-07-18,50113,1370,1171.143,4619.602,126.292,107.96
Dominican Republic,2020-07-19,51519,1406,1200.714,4749.212,129.61,110.686
Dominican Republic,2020-07-20,52855,1336,1189,4872.37,123.157,109.606
Dominican Republic,2020-07-21,53956,1101,1207.143,4973.864,101.494,111.279
Dominican Republic,2020-07-22,54797,841,1213.143,5051.391,77.526,111.832
Dominican Republic,2020-07-23,56043,1246,1196,5166.251,114.861,110.252
Dominican Republic,2020-07-24,57615,1572,1267.429,5311.164,144.913,116.836
Dominican Republic,2020-07-25,59077,1462,1280.571,5445.937,134.773,118.048
Dominican Republic,2020-07-26,60896,1819,1339.571,5613.619,167.682,123.487
Dominican Republic,2020-07-27,62908,2012,1436.143,5799.093,185.474,132.389
Dominican Republic,2020-07-28,64156,1248,1457.143,5914.138,115.045,134.325
Dominican Republic,2020-07-29,64690,534,1413.286,5963.364,49.226,130.282
Dominican Republic,2020-07-30,66182,1492,1448.429,6100.902,137.538,133.522
Dominican Republic,2020-07-31,67915,1733,1471.429,6260.656,159.754,135.642
Dominican Republic,2020-08-01,69649,1734,1510.286,6420.503,159.847,139.224
Dominican Republic,2020-08-02,71415,1766,1502.714,6583.299,162.796,138.526
Dominican Republic,2020-08-03,72243,828,1333.571,6659.628,76.328,122.934
Dominican Republic,2020-08-04,73117,874,1280.143,6740.196,80.569,118.008
Dominican Republic,2020-08-05,74295,1178,1372.143,6848.788,108.592,126.489
Dominican Republic,2020-08-06,75660,1365,1354,6974.619,125.831,124.817
Dominican Republic,2020-08-07,76536,876,1231.571,7055.372,80.753,113.531
Dominican Republic,2020-08-08,77709,1173,1151.429,7163.504,108.131,106.143
Dominican Republic,2020-08-09,78778,1069,1051.857,7262.048,98.544,96.964
Dominican Republic,2020-08-10,79732,954,1069.857,7349.991,87.943,98.623
Dominican Republic,2020-08-11,80499,767,1054.571,7420.696,70.705,97.214
Dominican Republic,2020-08-12,81094,595,971.286,7475.546,54.849,89.537
Dominican Republic,2020-08-13,82224,1130,937.714,7579.713,104.168,86.442
Dominican Republic,2020-08-14,83134,910,942.571,7663.6,83.887,86.89
Dominican Republic,2020-08-15,84488,1354,968.429,7788.417,124.817,89.273
Dominican Republic,2020-08-16,85545,1057,966.714,7885.855,97.438,89.115
Dominican Republic,2020-08-17,86309,764,939.571,7956.284,70.428,86.613
Dominican Republic,2020-08-18,86737,428,891.143,7995.738,39.455,82.149
Dominican Republic,2020-08-19,87123,386,861.286,8031.321,35.583,79.397
Dominican Republic,2020-08-20,88127,1004,843.286,8123.874,92.552,77.737
Dominican Republic,2020-08-21,89010,883,839.429,8205.272,81.398,77.382
Dominican Republic,2020-08-22,89867,857,768.429,8284.273,79.001,70.837
Dominican Republic,2020-08-23,90561,694,716.571,8348.249,63.975,66.056
Dominican Republic,2020-08-24,91161,600,693.143,8403.559,55.31,63.896
Dominican Republic,2020-08-25,91608,447,695.857,8444.765,41.206,64.147
Dominican Republic,2020-08-26,92217,609,727.714,8500.905,56.14,67.083
Dominican Republic,2020-08-27,92557,340,632.857,8532.247,31.342,58.339
Dominican Republic,2020-08-28,92964,407,564.857,8569.766,37.519,52.071
Dominican Republic,2020-08-29,93390,426,503.286,8609.036,39.27,46.395
Dominican Republic,2020-08-30,93732,342,453,8640.563,31.527,41.759
Dominican Republic,2020-08-31,94241,509,440,8687.485,46.922,40.561
Dominican Republic,2020-09-01,94715,474,443.857,8731.18,43.695,40.916
Dominican Republic,2020-09-02,94979,264,394.571,8755.516,24.336,36.373
Dominican Republic,2020-09-03,95627,648,438.571,8815.251,59.735,40.429
Dominican Republic,2020-09-04,96629,1002,523.571,8907.619,92.368,48.265
Dominican Republic,2020-09-05,96629,0,462.714,8907.619,0,42.655
Dominican Republic,2020-09-06,98776,2147,720.571,9105.538,197.918,66.425
Dominican Republic,2020-09-07,99333,557,727.429,9156.884,51.346,67.057
Dominican Republic,2020-09-08,99898,565,740.429,9208.968,52.084,68.255
Dominican Republic,2020-09-09,100131,233,736,9230.447,21.479,67.847
Dominican Republic,2020-09-10,100937,806,758.571,9304.747,74.3,69.928
Dominican Republic,2020-09-11,101716,779,726.714,9376.558,71.811,66.991
Dominican Republic,2020-09-12,102232,516,800.429,9424.125,47.567,73.786
Dominican Republic,2020-09-13,103092,860,616.571,9503.403,79.278,56.838
Dominican Republic,2020-09-14,103660,568,618.143,9555.763,52.36,56.983
Dominican Republic,2020-09-15,104110,450,601.714,9597.246,41.483,55.468
Dominican Republic,2020-09-16,104803,693,667.429,9661.129,63.883,61.526
Dominican Republic,2020-09-17,105521,718,654.857,9727.317,66.188,60.367
Dominican Republic,2020-09-18,106136,615,631.429,9784.01,56.693,58.207
Dominican Republic,2020-09-19,106732,596,642.857,9838.951,54.941,59.261
Dominican Republic,2020-09-20,107700,968,658.286,9928.185,89.234,60.683
Dominican Republic,2020-09-21,108289,589,661.286,9982.481,54.296,60.96
Dominican Republic,2020-09-22,108783,494,667.571,10028.02,45.539,61.539
Dominican Republic,2020-09-23,109269,486,638,10072.821,44.801,58.813
Dominican Republic,2020-09-24,109737,468,602.286,10115.963,43.142,55.521
Dominican Republic,2020-09-25,110122,385,569.429,10151.454,35.491,52.492
Dominican Republic,2020-09-26,110597,475,552.143,10195.241,43.787,50.899
Dominican Republic,2020-09-27,110957,360,465.286,10228.428,33.186,42.892
Dominican Republic,2020-09-28,111386,429,442.429,10267.974,39.547,40.785
Dominican Republic,2020-09-29,111666,280,411.857,10293.786,25.811,37.967
Dominican Republic,2020-09-30,111900,234,375.857,10315.357,21.571,34.648
Dominican Republic,2020-10-01,112209,309,353.143,10343.842,28.485,32.554
Dominican Republic,2020-10-02,112728,519,372.286,10391.685,47.843,34.319
Dominican Republic,2020-10-03,113350,622,393.286,10449.023,57.338,36.255
Dominican Republic,2020-10-04,113926,576,424.143,10502.121,53.098,39.099
Dominican Republic,2020-10-05,114480,554,442,10553.191,51.07,40.745
Dominican Republic,2020-10-06,115054,574,484,10606.104,52.913,44.617
Dominican Republic,2020-10-07,115371,317,495.857,10635.326,29.222,45.71
Dominican Republic,2020-10-08,116148,777,562.714,10706.953,71.627,51.873
Dominican Republic,2020-10-09,116872,724,592,10773.694,66.741,54.573
Dominican Republic,2020-10-10,117457,585,586.714,10827.622,53.927,54.085
Dominican Republic,2020-10-11,118014,557,584,10878.968,51.346,53.835
Dominican Republic,2020-10-12,118477,463,571,10921.649,42.681,52.637
Dominican Republic,2020-10-13,118843,366,541.286,10955.388,33.739,49.898
Dominican Republic,2020-10-14,119008,165,519.571,10970.599,15.21,47.896
Dominican Republic,2020-10-15,119662,654,502,11030.887,60.288,46.276
